"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"IPINPETA","Positron Emission Tomography (PET) scanners, in ambulatory sector","NOMBRENB","Number","AUT","Austria","2016","2016",4,,
"IPINPETA","Positron Emission Tomography (PET) scanners, in ambulatory sector","NOMBRENB","Number","AUT","Austria","2017","2017",4,,
"IPINGAMA","Gamma cameras, total","NOMBRENB","Number","AUT","Austria","2000","2000",103,,
"IPINGAMA","Gamma cameras, total","NOMBRENB","Number","AUT","Austria","2001","2001",105,,
"IPINGAMA","Gamma cameras, total","NOMBRENB","Number","AUT","Austria","2002","2002",107,,
"IPINGAMA","Gamma cameras, total","NOMBRENB","Number","AUT","Austria","2003","2003",107,,
"IPINGAMA","Gamma cameras, total","NOMBRENB","Number","AUT","Austria","2004","2004",108,,
"IPINGAMA","Gamma cameras, total","NOMBRENB","Number","AUT","Austria","2005","2005",109,,
"IPINGAMA","Gamma cameras, total","NOMBRENB","Number","AUT","Austria","2006","2006",102,,
"IPINGAMA","Gamma cameras, total","NOMBRENB","Number","AUT","Austria","2007","2007",96,,
"IPINGAMA","Gamma cameras, total","NOMBRENB","Number","AUT","Austria","2008","2008",101,,
"IPINGAMA","Gamma cameras, total","NOMBRENB","Number","AUT","Austria","2009","2009",101,,
"IPINGAMA","Gamma cameras, total","NOMBRENB","Number","AUT","Austria","2010","2010",102,,
"IPINGAMA","Gamma cameras, total","NOMBRENB","Number","AUT","Austria","2011","2011",100,,
"IPINGAMA","Gamma cameras, total","NOMBRENB","Number","AUT","Austria","2012","2012",102,,
"IPINGAMA","Gamma cameras, total","NOMBRENB","Number","AUT","Austria","2013","2013",100,,
"IPINGAMA","Gamma cameras, total","NOMBRENB","Number","AUT","Austria","2014","2014",99,,
"IPINGAMA","Gamma cameras, total","NOMBRENB","Number","AUT","Austria","2015","2015",98,,
"IPINGAMA","Gamma cameras, total","NOMBRENB","Number","AUT","Austria","2016","2016",93,,
"IPINGAMA","Gamma cameras, total","NOMBRENB","Number","AUT","Austria","2017","2017",93,,
"IPINGAMH","Gamma cameras, in hospitals","NOMBRENB","Number","AUT","Austria","2000","2000",80,,
"IPINGAMH","Gamma cameras, in hospitals","NOMBRENB","Number","AUT","Austria","2001","2001",80,,
"IPINGAMH","Gamma cameras, in hospitals","NOMBRENB","Number","AUT","Austria","2002","2002",79,,
"IPINGAMH","Gamma cameras, in hospitals","NOMBRENB","Number","AUT","Austria","2003","2003",79,,
"IPINGAMH","Gamma cameras, in hospitals","NOMBRENB","Number","AUT","Austria","2004","2004",79,,
"IPINGAMH","Gamma cameras, in hospitals","NOMBRENB","Number","AUT","Austria","2005","2005",81,,
"IPINGAMH","Gamma cameras, in hospitals","NOMBRENB","Number","AUT","Austria","2006","2006",75,,
"IPINGAMH","Gamma cameras, in hospitals","NOMBRENB","Number","AUT","Austria","2007","2007",70,,
"IPINGAMH","Gamma cameras, in hospitals","NOMBRENB","Number","AUT","Austria","2008","2008",75,,
"IPINGAMH","Gamma cameras, in hospitals","NOMBRENB","Number","AUT","Austria","2009","2009",75,,
"IPINGAMH","Gamma cameras, in hospitals","NOMBRENB","Number","AUT","Austria","2010","2010",76,,
"IPINGAMH","Gamma cameras, in hospitals","NOMBRENB","Number","AUT","Austria","2011","2011",75,,
"IPINGAMH","Gamma cameras, in hospitals","NOMBRENB","Number","AUT","Austria","2012","2012",77,,
"IPINGAMH","Gamma cameras, in hospitals","NOMBRENB","Number","AUT","Austria","2013","2013",77,,
"IPINGAMH","Gamma cameras, in hospitals","NOMBRENB","Number","AUT","Austria","2014","2014",76,,
"IPINGAMH","Gamma cameras, in hospitals","NOMBRENB","Number","AUT","Austria","2015","2015",75,,
"IPINGAMH","Gamma cameras, in hospitals","NOMBRENB","Number","AUT","Austria","2016","2016",71,,
"IPINGAMH","Gamma cameras, in hospitals","NOMBRENB","Number","AUT","Austria","2017","2017",71,,
"IPINGACA","Gamma cameras, in ambulatory sector","NOMBRENB","Number","AUT","Austria","2000","2000",23,,
"IPINGACA","Gamma cameras, in ambulatory sector","NOMBRENB","Number","AUT","Austria","2001","2001",25,,
"IPINGACA","Gamma cameras, in ambulatory sector","NOMBRENB","Number","AUT","Austria","2002","2002",28,,
"IPINGACA","Gamma cameras, in ambulatory sector","NOMBRENB","Number","AUT","Austria","2003","2003",28,,
"IPINGACA","Gamma cameras, in ambulatory sector","NOMBRENB","Number","AUT","Austria","2004","2004",29,,
"IPINGACA","Gamma cameras, in ambulatory sector","NOMBRENB","Number","AUT","Austria","2005","2005",28,,
"IPINGACA","Gamma cameras, in ambulatory sector","NOMBRENB","Number","AUT","Austria","2006","2006",27,,
"IPINGACA","Gamma cameras, in ambulatory sector","NOMBRENB","Number","AUT","Austria","2007","2007",26,,
"IPINGACA","Gamma cameras, in ambulatory sector","NOMBRENB","Number","AUT","Austria","2008","2008",26,,
"IPINGACA","Gamma cameras, in ambulatory sector","NOMBRENB","Number","AUT","Austria","2009","2009",26,,
"IPINGACA","Gamma cameras, in ambulatory sector","NOMBRENB","Number","AUT","Austria","2010","2010",26,,
"IPINGACA","Gamma cameras, in ambulatory sector","NOMBRENB","Number","AUT","Austria","2011","2011",25,,
"IPINGACA","Gamma cameras, in ambulatory sector","NOMBRENB","Number","AUT","Austria","2012","2012",25,,
"IPINGACA","Gamma cameras, in ambulatory sector","NOMBRENB","Number","AUT","Austria","2013","2013",23,,
"IPINGACA","Gamma cameras, in ambulatory sector","NOMBRENB","Number","AUT","Austria","2014","2014",23,,
"IPINGACA","Gamma cameras, in ambulatory sector","NOMBRENB","Number","AUT","Austria","2015","2015",23,,
"IPINGACA","Gamma cameras, in ambulatory sector","NOMBRENB","Number","AUT","Austria","2016","2016",22,,
"IPINGACA","Gamma cameras, in ambulatory sector","NOMBRENB","Number","AUT","Austria","2017","2017",22,,
"IPINMAMO","Mammographs, total","NOMBRENB","Number","AUT","Austria","2013","2013",189,,
"IPINMAMO","Mammographs, total","NOMBRENB","Number","AUT","Austria","2014","2014",201,,
"IPINMAMO","Mammographs, total","NOMBRENB","Number","AUT","Austria","2015","2015",202,,
"IPINMAMO","Mammographs, total","NOMBRENB","Number","AUT","Austria","2016","2016",199,,
"IPINMAMO","Mammographs, total","NOMBRENB","Number","AUT","Austria","2017","2017",192,,
"IPINMAMH","Mammographs, in hospitals","NOMBRENB","Number","AUT","Austria","2013","2013",26,,
"IPINMAMH","Mammographs, in hospitals","NOMBRENB","Number","AUT","Austria","2014","2014",24,,
"IPINMAMH","Mammographs, in hospitals","NOMBRENB","Number","AUT","Austria","2015","2015",22,,
"IPINMAMH","Mammographs, in hospitals","NOMBRENB","Number","AUT","Austria","2016","2016",21,,
"IPINMAMH","Mammographs, in hospitals","NOMBRENB","Number","AUT","Austria","2017","2017",20,,
"IPINMAMA","Mammographs, in ambulatory sector","NOMBRENB","Number","AUT","Austria","2013","2013",163,,
"IPINMAMA","Mammographs, in ambulatory sector","NOMBRENB","Number","AUT","Austria","2014","2014",177,,
"IPINMAMA","Mammographs, in ambulatory sector","NOMBRENB","Number","AUT","Austria","2015","2015",180,,
"IPINMAMA","Mammographs, in ambulatory sector","NOMBRENB","Number","AUT","Austria","2016","2016",178,,
"IPINMAMA","Mammographs, in ambulatory sector","NOMBRENB","Number","AUT","Austria","2017","2017",172,,
"IPINRTEQ","Radiation therapy equipment, total","NOMBRENB","Number","AUT","Austria","2000","2000",34,,
"IPINRTEQ","Radiation therapy equipment, total","NOMBRENB","Number","AUT","Austria","2001","2001",36,,
"IPINRTEQ","Radiation therapy equipment, total","NOMBRENB","Number","AUT","Austria","2002","2002",36,,
"IPINRTEQ","Radiation therapy equipment, total","NOMBRENB","Number","AUT","Austria","2003","2003",36,,
"IPINRTEQ","Radiation therapy equipment, total","NOMBRENB","Number","AUT","Austria","2004","2004",37,,
"IPINRTEQ","Radiation therapy equipment, total","NOMBRENB","Number","AUT","Austria","2005","2005",38,,
"IPINRTEQ","Radiation therapy equipment, total","NOMBRENB","Number","AUT","Austria","2006","2006",40,,
"IPINRTEQ","Radiation therapy equipment, total","NOMBRENB","Number","AUT","Austria","2007","2007",40,,
"IPINRTEQ","Radiation therapy equipment, total","NOMBRENB","Number","AUT","Austria","2008","2008",42,,
"IPINRTEQ","Radiation therapy equipment, total","NOMBRENB","Number","AUT","Austria","2009","2009",42,,
"IPINRTEQ","Radiation therapy equipment, total","NOMBRENB","Number","AUT","Austria","2010","2010",43,,
"IPINRTEQ","Radiation therapy equipment, total","NOMBRENB","Number","AUT","Austria","2011","2011",40,,
"IPINRTEQ","Radiation therapy equipment, total","NOMBRENB","Number","AUT","Austria","2012","2012",41,,
"IPINRTEQ","Radiation therapy equipment, total","NOMBRENB","Number","AUT","Austria","2013","2013",42,,
"IPINRTEQ","Radiation therapy equipment, total","NOMBRENB","Number","AUT","Austria","2014","2014",42,,
"IPINRTEQ","Radiation therapy equipment, total","NOMBRENB","Number","AUT","Austria","2015","2015",42,,
"IPINRTEQ","Radiation therapy equipment, total","NOMBRENB","Number","AUT","Austria","2016","2016",43,,
"IPINRTEQ","Radiation therapy equipment, total","NOMBRENB","Number","AUT","Austria","2017","2017",47,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NOMBRENB","Number","AUT","Austria","2000","2000",34,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NOMBRENB","Number","AUT","Austria","2001","2001",36,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NOMBRENB","Number","AUT","Austria","2002","2002",36,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NOMBRENB","Number","AUT","Austria","2003","2003",36,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NOMBRENB","Number","AUT","Austria","2004","2004",37,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NOMBRENB","Number","AUT","Austria","2005","2005",38,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NOMBRENB","Number","AUT","Austria","2006","2006",40,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NOMBRENB","Number","AUT","Austria","2007","2007",40,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NOMBRENB","Number","AUT","Austria","2008","2008",42,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NOMBRENB","Number","AUT","Austria","2009","2009",42,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NOMBRENB","Number","AUT","Austria","2010","2010",43,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NOMBRENB","Number","AUT","Austria","2011","2011",40,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NOMBRENB","Number","AUT","Austria","2012","2012",41,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NOMBRENB","Number","AUT","Austria","2013","2013",42,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NOMBRENB","Number","AUT","Austria","2014","2014",42,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NOMBRENB","Number","AUT","Austria","2015","2015",42,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NOMBRENB","Number","AUT","Austria","2016","2016",42,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NOMBRENB","Number","AUT","Austria","2017","2017",46,,
"IPINRTEA","Radiation therapy equipment, in ambulatory sector","NOMBRENB","Number","AUT","Austria","2000","2000",0,,
"IPINRTEA","Radiation therapy equipment, in ambulatory sector","NOMBRENB","Number","AUT","Austria","2001","2001",0,,
"IPINRTEA","Radiation therapy equipment, in ambulatory sector","NOMBRENB","Number","AUT","Austria","2002","2002",0,,
"IPINRTEA","Radiation therapy equipment, in ambulatory sector","NOMBRENB","Number","AUT","Austria","2003","2003",0,,
"IPINRTEA","Radiation therapy equipment, in ambulatory sector","NOMBRENB","Number","AUT","Austria","2004","2004",0,,
"IPINRTEA","Radiation therapy equipment, in ambulatory sector","NOMBRENB","Number","AUT","Austria","2005","2005",0,,
"IPINRTEA","Radiation therapy equipment, in ambulatory sector","NOMBRENB","Number","AUT","Austria","2006","2006",0,,
"IPINRTEA","Radiation therapy equipment, in ambulatory sector","NOMBRENB","Number","AUT","Austria","2007","2007",0,,
"IPINRTEA","Radiation therapy equipment, in ambulatory sector","NOMBRENB","Number","AUT","Austria","2008","2008",0,,
"IPINRTEA","Radiation therapy equipment, in ambulatory sector","NOMBRENB","Number","AUT","Austria","2009","2009",0,,
"IPINRTEA","Radiation therapy equipment, in ambulatory sector","NOMBRENB","Number","AUT","Austria","2010","2010",0,,
"IPINRTEA","Radiation therapy equipment, in ambulatory sector","NOMBRENB","Number","AUT","Austria","2011","2011",0,,
"IPINRTEA","Radiation therapy equipment, in ambulatory sector","NOMBRENB","Number","AUT","Austria","2012","2012",0,,
"IPINRTEA","Radiation therapy equipment, in ambulatory sector","NOMBRENB","Number","AUT","Austria","2013","2013",0,,
"IPINRTEA","Radiation therapy equipment, in ambulatory sector","NOMBRENB","Number","AUT","Austria","2014","2014",0,,
"IPINRTEA","Radiation therapy equipment, in ambulatory sector","NOMBRENB","Number","AUT","Austria","2015","2015",0,,
"IPINRTEA","Radiation therapy equipment, in ambulatory sector","NOMBRENB","Number","AUT","Austria","2016","2016",1,,
"IPINRTEA","Radiation therapy equipment, in ambulatory sector","NOMBRENB","Number","AUT","Austria","2017","2017",1,,
"IPINSCAH","Computed Tomography scanners, in hospitals","NOMBRENB","Number","BEL","Belgium","2003","2003",107,"D","Difference in methodology"
"IPINSCAH","Computed Tomography scanners, in hospitals","NOMBRENB","Number","BEL","Belgium","2004","2004",114,"D","Difference in methodology"
"IPINSCAH","Computed Tomography scanners, in hospitals","NOMBRENB","Number","BEL","Belgium","2005","2005",131,"D","Difference in methodology"
"IPINSCAH","Computed Tomography scanners, in hospitals","NOMBRENB","Number","BEL","Belgium","2006","2006",127,"D","Difference in methodology"
"IPINSCAH","Computed Tomography scanners, in hospitals","NOMBRENB","Number","BEL","Belgium","2007","2007",134,"D","Difference in methodology"
"IPINSCAH","Computed Tomography scanners, in hospitals","NOMBRENB","Number","BEL","Belgium","2008","2008",143,"D","Difference in methodology"
"IPINSCAH","Computed Tomography scanners, in hospitals","NOMBRENB","Number","BEL","Belgium","2009","2009",146,"D","Difference in methodology"
"IPINSCAH","Computed Tomography scanners, in hospitals","NOMBRENB","Number","BEL","Belgium","2010","2010",144,"D","Difference in methodology"
"IPINSCAH","Computed Tomography scanners, in hospitals","NOMBRENB","Number","BEL","Belgium","2011","2011",144,"D","Difference in methodology"
"IPINSCAH","Computed Tomography scanners, in hospitals","NOMBRENB","Number","BEL","Belgium","2012","2012",159,"D","Difference in methodology"
"IPINSCAH","Computed Tomography scanners, in hospitals","NOMBRENB","Number","BEL","Belgium","2013","2013",248,"B","Break"
"IPINSCAH","Computed Tomography scanners, in hospitals","NOMBRENB","Number","BEL","Belgium","2014","2014",236,,
"IPINSCAH","Computed Tomography scanners, in hospitals","NOMBRENB","Number","BEL","Belgium","2015","2015",258,,
"IPINSCAH","Computed Tomography scanners, in hospitals","NOMBRENB","Number","BEL","Belgium","2016","2016",262,,
"IPINSCAH","Computed Tomography scanners, in hospitals","NOMBRENB","Number","BEL","Belgium","2017","2017",262,,
"IPINSCAH","Computed Tomography scanners, in hospitals","NOMBRENB","Number","BEL","Belgium","2018","2018",264,,
"IPINMRIH","Magnetic Resonance Imaging units, in hospitals","NOMBRENB","Number","BEL","Belgium","2000","2000",61,,
"IPINMRIH","Magnetic Resonance Imaging units, in hospitals","NOMBRENB","Number","BEL","Belgium","2001","2001",72,,
"IPINMRIH","Magnetic Resonance Imaging units, in hospitals","NOMBRENB","Number","BEL","Belgium","2002","2002",68,,
"IPINMRIH","Magnetic Resonance Imaging units, in hospitals","NOMBRENB","Number","BEL","Belgium","2003","2003",71,,
"IPINMRIH","Magnetic Resonance Imaging units, in hospitals","NOMBRENB","Number","BEL","Belgium","2004","2004",73,,
"IPINMRIH","Magnetic Resonance Imaging units, in hospitals","NOMBRENB","Number","BEL","Belgium","2005","2005",73,,
"IPINMRIH","Magnetic Resonance Imaging units, in hospitals","NOMBRENB","Number","BEL","Belgium","2006","2006",75,,
"IPINMRIH","Magnetic Resonance Imaging units, in hospitals","NOMBRENB","Number","BEL","Belgium","2007","2007",80,,
"IPINMRIH","Magnetic Resonance Imaging units, in hospitals","NOMBRENB","Number","BEL","Belgium","2008","2008",111,,
"IPINMRIH","Magnetic Resonance Imaging units, in hospitals","NOMBRENB","Number","BEL","Belgium","2009","2009",115,,
"IPINMRIH","Magnetic Resonance Imaging units, in hospitals","NOMBRENB","Number","BEL","Belgium","2010","2010",116,,
"IPINMRIH","Magnetic Resonance Imaging units, in hospitals","NOMBRENB","Number","BEL","Belgium","2011","2011",118,,
